sample	irma_HA	irma_NA	vapor_HA	vapor_NA
ERR12036768	9	2	9	2
SRR27490391	1	1	1	1
SRR24839104	5	1	5	1
SRR24839323	5	1	5	1
SRR24839542	5	1	5	1
SRR24839761	5	1	5	1
SRR24843283	5	1	5	1
SRR28073587	3	2	3	2
ERR3474600	3	2	3	2
SRR15282393	2	2	2	2
SRR15282620	2	2	2	2
SRR15282845	2	2	2	2
SRR19404215	?	?	1	?
SRR17349448	7	3	7	3
SRR6470201	1	?	1	1
SRR6674590	3	2	3	2
SRR11445808	3	2	3	2
ERR4552970	1	1	1	1
SRR8875133	3	?	3	?
SRR10960887	1	1	1	1
SRR10161150	?	?	?	?
SRR10294703	3	?	3	?
SRR25784131	3	?	3	?
SRR14242191	3	2	3	2
SRR28616388	?	?	5	1
SRR26544532	3	2	3	2
SRR28420360	1	1	1	1
SRR28752594	5	1	5	1
SRR28388454	1	1	1	1
SRR24842880	5	1	5	1
SRR24843257	5	1	5	1
SRR12389625	1	5	12	5
ERR5050922	1	1	1	1
SRR16359844	9	2	9	2
SRR16770175	1	1	1	1
SRR18273505	3	2	3	2
SRR29953218	5	1	5	1
SRR28995149	1	1	1	1
SRR28834940	5	1	5	1
SRR29487428	1	1	1	1
SRR29740703	5	1	5	1
SRR29248311	1	1	1	1
SRR29360527	3	2	3	2
SRR29085720	3	2	3	2
SRR29008769	1	1	1	1
ERR13358316	3	2	3	2
SRR29679756	?	?	1	1
SRR27384602	3	2	3	2
SRR29679817	?	?	1	1
SRR29694563	5	1	5	1
SRR27181089	?	2	?	2
SRR27181308	?	2	?	2
SRR27181527	3	2	3	2
SRR27181746	3	2	3	2
SRR31143043	1	1	1	1
SRR30714904	3	2	3	2
SRR31062725	5	1	5	1
SRR30589518	3	2	3	2
SRR3126301	1	1	1	1
SRR6116998	1	?	1	?
SRR5894357	3	?	3	?
SRR3036850	7	7	7	7
SRR14420366	1	2	1	2
ERR12036769	9	2	9	2
SRR27490392	1	1	1	1
SRR24839105	5	1	5	1
SRR24839324	5	1	5	1
SRR24839543	5	1	5	1
SRR24839762	5	1	5	1
SRR24843284	5	1	5	1
SRR28073588	?	?	3	2
ERR3474601	1	1	1	1
SRR15282394	2	2	2	2
SRR15282621	2	2	2	2
SRR15282846	2	2	2	2
SRR19404216	1	1	1	1
SRR17349449	7	3	7	3
SRR6470202	1	?	1	?
SRR6674591	3	2	3	2
SRR11445809	3	2	3	2
ERR4552972	1	1	1	1
SRR8875134	3	?	3	?
SRR8297897	1	1	1	1
SRR10161151	?	?	?	?
SRR10294704	3	?	3	?
SRR14242202	3	2	3	2
SRR28616389	?	?	5	1
SRR26544533	3	2	3	2
SRR28420361	3	2	3	2
SRR28752595	5	1	5	1
SRR28388455	1	1	1	1
SRR24842881	5	1	5	1
SRR24843258	5	1	5	1
SRR12389626	3	8	3	8
ERR5050923	1	1	1	1
SRR16359845	9	2	9	2
SRR16770176	1	1	1	1
SRR18273506	3	2	3	2
SRR29953219	5	1	5	1
SRR28995150	1	1	1	1
SRR28834944	5	1	5	1
SRR29487429	1	1	1	1
SRR29740704	5	1	5	1
SRR29248312	3	2	3	2
SRR29360528	3	2	3	2
SRR29085721	1	1	1	1
SRR29008770	1	1	1	1
ERR13358317	3	2	3	2
SRR29679758	?	?	3	2
SRR27384603	3	2	3	2
SRR29679828	?	?	1	1
SRR29694564	5	1	5	1
SRR27181090	1	1	1	1
SRR27181309	?	2	?	2
SRR27181528	3	2	3	2
SRR27181747	3	2	3	2
SRR31143044	1	1	1	1
SRR30714905	3	2	3	2
SRR31062726	5	1	5	1
SRR30589519	3	2	3	2
SRR3126302	1	1	1	1
SRR6116999	1	?	1	?
SRR5894358	3	?	?	?
SRR3036852	7	7	7	7
SRR14420367	1	2	1	2
ERR12036770	9	2	9	2
SRR27490393	3	1	3	1
SRR24839106	5	1	5	1
SRR24839325	5	1	5	1
SRR24839544	5	1	5	1
SRR24839763	5	1	5	1
SRR24843285	5	1	5	1
SRR28073589	3	2	3	2
ERR3474602	3	2	3	2
SRR15282395	2	2	2	2
SRR15282622	2	2	2	2
SRR15282847	2	2	2	2
SRR19404217	1	1	1	1
SRR17349450	7	3	7	3
SRR6470203	1	?	1	?
SRR6674592	3	2	3	2
SRR11445810	3	2	3	2
ERR4552973	1	1	1	1
SRR8875135	3	?	3	?
SRR8297899	1	1	1	1
SRR10161152	?	?	?	?
SRR10294705	3	?	3	?
SRR14242213	3	2	3	2
SRR28616390	?	?	5	1
SRR26544534	3	2	3	2
SRR28420362	3	2	3	2
SRR28752596	5	1	5	1
SRR28388456	1	1	1	1
SRR24842882	5	1	5	1
SRR24843259	5	1	5	1
SRR12389627	1	5	12	5
ERR5050924	1	1	1	1
SRR16359846	9	2	9	2
SRR16770177	1	1	1	1
SRR18273507	1	1	1	1
SRR29953220	5	1	5	1
SRR28995151	1	1	1	1
SRR28834945	5	1	5	1
SRR29487430	3	2	3	2
SRR29740705	5	1	5	1
SRR29248313	1	1	1	1
SRR29360529	3	2	3	2
SRR29085722	1	1	1	1
SRR29008771	1	1	1	1
ERR13358318	3	2	3	2
SRR29679759	?	?	3	2
SRR27384604	3	2	3	2
SRR29679839	?	?	1	1
SRR29694565	5	1	5	1
SRR27181091	?	2	?	2
SRR27181310	3	2	3	2
SRR27181529	3	2	3	2
SRR27181748	1	2	1	1
SRR31143045	1	1	1	1
SRR30714906	3	2	3	2
SRR31062727	5	1	5	1
SRR30589520	3	2	3	2
SRR3126303	1	1	1	1
SRR6117000	1	?	1	?
SRR5894360	3	?	?	?
SRR3036854	7	7	7	7
SRR14420368	1	2	1	2
ERR12036771	9	2	9	2
SRR27490394	1	1	1	1
SRR24839107	5	1	5	1
SRR24839326	5	1	5	1
SRR24839545	5	1	5	1
SRR24839764	5	1	5	1
SRR24843286	5	1	5	1
SRR28073590	?	?	1	1
ERR3474603	3	2	3	2
SRR15282396	2	2	2	2
SRR15282623	2	2	2	2
SRR15282848	2	2	2	2
SRR19404218	1	1	1	1
SRR17349451	7	3	7	3
SRR6470204	1	?	1	?
SRR6674593	3	2	3	2
SRR11445811	3	2	3	2
ERR4552976	1	1	1	1
SRR8875136	3	?	3	?
SRR8297900	1	1	1	1
SRR10161153	?	?	?	?
SRR10294706	3	?	3	?
SRR14242224	3	2	3	2
SRR25222259	9	2	9	2
SRR26544535	3	2	3	2
SRR28420363	3	2	3	2
SRR28752597	5	1	5	1
SRR28388457	1	1	1	1
SRR24842883	5	1	5	1
SRR24843263	5	1	5	1
SRR12389628	4	6	4	6
ERR5050925	1	1	1	1
SRR16359847	9	2	9	2
SRR16770178	1	1	1	1
SRR18273508	1	1	1	1
SRR29953221	5	1	5	1
SRR28995152	1	1	1	1
SRR28834946	5	1	5	1
SRR29487431	3	2	3	2
SRR29740706	5	1	5	1
SRR29248314	1	1	1	?
SRR29360530	3	2	3	2
SRR29085723	3	2	3	2
SRR29008772	1	1	1	1
ERR13358319	3	2	3	2
SRR29679760	?	?	3	2
SRR27384605	3	2	3	2
SRR29679855	?	?	1	1
SRR29694566	5	1	5	1
SRR27181092	3	2	3	2
SRR27181311	3	2	3	2
SRR27181530	3	2	3	2
SRR27181749	?	?	?	?
SRR31143046	1	1	1	1
SRR30714907	3	2	3	2
SRR31062728	5	1	5	1
SRR30589521	3	2	3	2
SRR3126304	1	1	1	1
SRR6117001	1	?	1	?
SRR5894810	3	?	3	?
SRR3036856	7	7	7	7
SRR14420369	1	2	1	2
ERR12036772	9	2	9	2
SRR27490395	1	1	1	1
SRR24839108	5	1	5	1
SRR24839327	5	1	5	1
SRR24839546	5	1	5	1
SRR24839765	5	1	5	1
SRR24843288	5	1	5	1
SRR28073591	?	?	3	2
ERR3474604	3	2	3	2
SRR15282397	2	2	2	2
SRR15282624	2	2	2	2
SRR15282849	2	2	2	2
SRR19404219	1	1	1	1
SRR17349452	7	3	7	3
SRR6470205	1	?	1	?
SRR6674594	3	2	3	2
SRR11445812	3	2	3	2
ERR4552977	1	1	1	1
SRR8875137	3	?	3	?
SRR8297901	1	1	1	1
SRR10161154	?	?	?	?
SRR10294707	3	?	3	?
SRR14242235	3	2	3	2
SRR25222260	9	1	9	1
SRR26544536	3	2	3	2
SRR28420364	3	2	3	2
SRR28752598	5	1	5	1
SRR28388458	1	?	1	?
SRR24842884	5	1	5	1
SRR24843269	5	1	5	1
SRR12389629	4	6	4	6
ERR5050926	1	1	1	1
SRR16359848	9	2	9	2
SRR16770179	1	1	1	1
SRR18273509	1	1	1	1
SRR29953222	5	1	5	1
SRR28995153	1	1	1	1
SRR28834949	5	1	5	1
SRR29487432	1	1	1	1
SRR29740707	5	1	5	1
SRR29248315	1	1	1	1
SRR29360531	1	1	1	1
SRR29085724	1	1	1	1
SRR29008773	1	1	1	1
ERR13358320	3	2	3	2
SRR29679761	?	?	1	1
SRR27384606	3	2	3	2
SRR29679858	?	?	1	1
SRR29694567	5	1	5	1
SRR27181312	3	2	3	2
SRR27181531	3	2	3	2
SRR27181750	1	2	1	2
SRR31143047	1	1	1	1
SRR30714908	3	2	3	2
SRR31062729	5	1	5	1
SRR30589522	3	2	3	2
SRR3126305	1	1	1	1
SRR6117002	1	?	1	?
SRR5894811	3	?	3	?
SRR3036860	7	7	7	7
SRR14420370	?	?	?	?
ERR12036773	9	2	9	2
SRR27490396	3	?	3	?
SRR24839109	5	1	5	1
SRR24839328	5	1	5	1
SRR24839547	5	1	5	1
SRR24839766	5	1	5	1
SRR24843289	5	1	5	1
SRR28073592	?	?	3	2
ERR3474605	3	2	3	2
SRR15282398	2	2	2	2
SRR15282625	2	2	2	2
SRR15282850	2	2	2	2
SRR19404220	1	1	1	1
SRR17349453	7	3	7	3
SRR6470206	1	?	1	?
SRR6674595	3	2	3	2
SRR11445813	3	2	3	2
ERR4552979	1	1	1	1
SRR8875138	3	?	3	?
SRR10972179	1	1	?	?
SRR10161155	?	?	?	?
SRR10294708	3	?	3	?
SRR25784136	1	1	1	1
SRR25222261	1	1	1	?
SRR26544537	3	2	3	2
SRR28420365	3	2	3	2
SRR28752599	5	1	5	1
SRR28388459	1	1	1	1
SRR24842885	5	1	5	1
SRR24843279	5	1	5	1
SRR12389630	9	2	9	2
ERR5050927	1	1	1	1
SRR16359849	9	2	9	2
SRR16770180	1	1	1	1
SRR18273510	1	1	1	1
SRR29953223	5	1	5	1
SRR28995154	1	1	1	1
SRR28834952	5	1	5	1
SRR29487433	1	1	?	1
SRR29740708	5	1	5	1
SRR29248316	3	2	3	2
SRR29360532	3	2	3	2
SRR29085725	1	1	1	1
SRR29008774	3	2	3	2
ERR13358321	3	2	3	2
SRR29679762	?	?	1	1
SRR27384607	3	2	?	2
SRR29679860	?	?	1	1
SRR29694568	5	1	5	1
SRR27181094	?	2	?	2
SRR27181313	3	2	3	2
SRR27181532	3	2	3	2
SRR27181751	3	2	3	2
SRR31143048	1	1	1	1
SRR30714909	3	2	3	2
SRR31062730	5	1	5	1
SRR30589523	3	2	3	2
SRR3126306	1	1	1	1
SRR6117003	1	?	1	?
SRR5894812	3	?	3	?
SRR3036864	7	7	7	7
SRR14420371	1	2	1	2
ERR12036774	9	2	9	2
SRR24839110	5	1	5	1
SRR24839329	5	1	5	1
SRR24839548	5	1	5	1
SRR22726251	1	1	1	1
SRR24843290	5	1	5	1
SRR28073593	?	?	3	2
ERR3474606	3	2	3	2
SRR15282399	2	2	2	2
SRR15282626	2	2	2	2
SRR15282851	2	2	2	2
SRR19404221	1	1	1	1
SRR17349454	7	3	7	3
SRR6470207	1	?	1	?
SRR6674596	3	2	3	2
SRR11445814	3	2	3	2
ERR4552980	1	1	1	1
SRR8875139	3	?	3	?
SRR10161156	?	?	?	?
SRR10294709	3	?	3	?
SRR14242253	3	2	3	2
SRR25222287	9	2	9	2
SRR26544538	3	2	3	2
SRR28420366	3	2	3	2
SRR28752600	5	1	5	1
SRR28388460	1	1	1	1
SRR24842886	5	1	5	1
SRR24843287	5	1	5	1
SRR12389631	9	2	9	2
ERR5050928	1	1	1	1
SRR16359850	9	2	9	2
SRR16770181	1	1	1	1
SRR18273511	3	2	3	2
SRR29953224	5	1	5	1
SRR28995155	1	1	1	1
SRR28834955	5	1	5	1
SRR29487434	1	1	1	?
SRR29740709	5	1	5	1
SRR29248317	3	2	3	2
SRR29360533	3	2	3	2
SRR29085726	3	2	3	2
SRR29008775	1	1	1	1
ERR13358322	3	2	3	2
SRR29679764	?	?	1	1
SRR27384608	3	2	3	2
SRR29679861	?	?	1	1
SRR29694569	5	1	5	1
SRR27181095	?	?	?	?
SRR27181314	3	2	3	2
SRR27181533	3	2	3	2
SRR27181752	3	2	3	2
SRR31143049	1	1	1	1
SRR30714910	3	2	3	2
SRR31062731	5	1	5	1
SRR30589524	3	2	3	2
SRR3126307	1	1	1	1
SRR6117004	1	?	1	?
SRR5894813	3	?	3	?
SRR14420372	?	?	?	?
ERR12036775	9	2	9	2
SRR27490398	1	1	1	1
SRR24839111	5	1	5	1
SRR24839330	5	1	5	1
SRR24839549	5	1	5	1
SRR22726252	1	1	1	1
SRR24843292	5	1	5	1
SRR28073594	?	?	1	1
ERR3474607	3	2	3	2
SRR15282400	2	2	2	2
SRR15282627	2	2	2	2
SRR15282852	2	2	2	2
SRR19404222	1	1	1	1
SRR17349455	7	3	7	3
SRR6470208	1	?	1	?
SRR6674597	3	2	3	2
SRR11445815	3	2	3	2
ERR4552982	1	1	1	1
SRR8875140	3	?	3	?
SRR1757953	1	1	1	1
SRR10294710	3	?	3	?
SRR14242254	3	2	3	2
SRR25222288	1	1	1	1
SRR28834850	5	1	5	1
SRR28420367	3	2	3	2
SRR28752601	5	1	5	1
SRR28388461	1	1	1	1
SRR24842887	5	1	5	1
SRR24843291	5	1	5	1
SRR12389632	9	2	9	2
ERR5050929	1	1	1	1
SRR16359851	9	2	9	2
SRR16770182	1	1	1	1
SRR18273512	3	2	3	2
SRR29953225	5	1	5	1
SRR28995156	1	1	1	1
SRR28834959	5	1	5	1
SRR29487435	1	1	1	1
SRR29740710	5	1	5	1
SRR29248318	1	1	1	1
SRR29360534	3	2	3	2
SRR29085727	3	2	3	2
SRR29008776	1	1	1	1
ERR13358323	3	2	3	2
SRR29679765	?	?	3	2
SRR27384609	3	2	3	2
SRR29679863	?	?	1	1
SRR29694570	5	1	5	1
SRR27181096	3	2	3	2
SRR27181315	?	2	?	2
SRR27181534	3	2	3	2
SRR27181753	1	1	1	1
SRR31143050	3	2	3	2
SRR30714911	3	2	3	2
SRR31062732	5	1	5	1
SRR30589525	3	2	3	2
SRR3126308	1	1	1	1
SRR6117005	1	?	1	?
SRR5894815	3	?	3	?
SRR3036911	7	7	7	7
SRR14420373	1	2	1	2
ERR12036776	9	2	9	2
SRR27490399	1	1	1	1
SRR24839112	5	1	5	1
SRR24839331	5	1	5	1
SRR24839550	5	1	5	1
SRR22690214	5	1	5	1
SRR24843293	5	1	5	1
SRR28073595	?	?	3	2
ERR3474608	1	1	1	1
SRR15282401	2	2	2	2
SRR15282628	2	2	2	2
SRR15282853	2	2	2	2
SRR19404223	1	1	1	1
SRR17349456	7	3	7	3
SRR6470209	1	1	1	1
SRR5215228	3	2	3	2
SRR11445816	3	2	3	2
ERR4552983	1	1	1	1
SRR8875141	3	?	3	?
SRR1758092	1	1	1	1
SRR10161158	?	?	?	?
SRR10294711	3	?	3	?
SRR25784139	3	2	3	2
SRR14242255	3	2	3	2
SRR25222289	1	1	1	1
SRR28834851	5	1	5	1
SRR28420368	3	2	3	2
SRR28752602	5	1	5	1
SRR28388462	1	1	1	1
SRR24842888	5	1	5	1
SRR24843295	5	1	5	1
SRR12389633	3	6	3	6
ERR5050931	1	1	1	1
SRR16359852	9	2	9	2
SRR16770183	1	1	1	1
SRR18273513	3	2	3	2
SRR29953226	5	1	5	1
SRR28995157	1	1	1	1
SRR28834960	5	1	5	1
SRR29487436	3	2	3	2
SRR29740711	5	1	5	1
SRR29248319	1	1	1	1
SRR29360535	3	2	3	2
SRR29085728	3	2	3	2
SRR29009364	1	1	1	1
ERR13358326	1	1	1	1
SRR29679766	?	?	1	1
SRR27384610	3	2	3	2
SRR29679868	?	?	3	?
SRR29694571	5	1	5	1
SRR27181097	3	2	?	?
SRR27181316	3	2	3	2
SRR27181535	3	2	3	2
SRR27181754	1	1	1	1
SRR31143051	1	1	1	1
SRR30714912	3	2	3	2
SRR31062733	5	1	5	1
SRR30589526	3	2	3	2
SRR3126309	1	1	1	1
SRR6117006	1	?	1	?
SRR5894816	3	?	3	?
SRR3036914	7	7	7	7
SRR14420374	1	2	1	2
SRR26114016	5	1	5	1
SRR27490400	1	1	1	1
SRR24839113	5	1	5	1
SRR24839332	5	1	5	1
SRR24839551	5	1	5	1
SRR22690215	5	1	5	1
SRR24843294	5	1	5	1
SRR28073596	3	2	3	2
ERR3474609	3	2	3	2
SRR15282402	2	2	2	2
SRR15282629	2	2	2	2
SRR15282854	2	2	2	2
SRR19404224	1	1	1	1
SRR17349457	7	3	7	3
SRR6470210	1	?	1	?
SRR5215229	3	2	3	2
SRR11445817	3	2	3	2
ERR4552985	1	1	1	1
SRR8875142	3	?	3	?
SRR1758164	1	1	1	1
SRR10161159	?	?	?	?
SRR10294712	3	?	3	?
SRR25784140	?	?	?	?
SRR14242256	3	2	3	2
SRR25222290	9	2	9	2
SRR28834852	5	1	5	1
SRR28420369	3	2	3	2
SRR28752603	5	1	5	1
SRR28388463	1	1	1	1
SRR24842891	5	1	5	1
SRR24843300	5	1	5	1
SRR12389634	1	2	11	2
SRR16359853	9	2	9	2
SRR16770184	1	1	1	1
SRR18273514	1	1	1	1
SRR29953227	5	1	5	1
SRR28995158	1	1	1	1
SRR28834961	5	1	5	1
SRR29487437	1	1	1	1
SRR29740712	5	1	5	1
SRR29248320	3	2	3	2
SRR29008741	1	1	1	1
SRR29360536	3	2	3	2
SRR29085729	1	1	1	1
SRR29009365	1	1	1	1
ERR13358328	1	1	1	1
SRR29679767	?	?	1	1
SRR27384611	1	1	1	1
SRR29679872	?	?	1	1
SRR29694572	5	1	5	1
SRR27181098	3	2	3	2
SRR27181317	1	1	1	1
SRR27181536	3	2	3	2
SRR27181755	3	?	3	?
SRR31143052	1	1	1	1
SRR30714913	?	?	?	?
SRR31062734	5	1	5	1
SRR30589527	3	2	3	2
SRR3126310	1	1	1	1
SRR6117007	1	?	1	?
SRR5894817	3	?	3	?
SRR3036916	7	7	7	7
SRR14420375	?	2	?	?
SRR28015178	1	1	1	1
SRR27490401	1	1	1	1
SRR24839114	5	1	5	1
SRR24839333	5	1	5	1
SRR24839552	5	1	5	1
SRR22690216	5	1	5	1
SRR24843296	5	1	5	1
SRR28073597	?	?	3	2
ERR3474610	3	2	3	2
SRR15282403	2	2	2	2
SRR15282630	2	2	2	2
SRR15282855	2	2	2	2
SRR19404225	1	1	1	1
SRR17349458	7	3	7	3
SRR6470211	1	1	1	1
SRR5215230	3	2	3	2
SRR11445818	3	2	3	2
ERR4552987	1	1	1	1
SRR8875143	3	?	3	?
SRR1926120	3	2	3	2
SRR10161160	?	?	?	?
SRR10294713	3	?	3	?
SRR14242257	3	2	3	2
SRR25222291	1	1	1	1
SRR28834853	5	1	5	1
SRR28420370	3	2	3	2
SRR28752604	5	1	5	1
SRR28388464	1	1	1	1
SRR24842893	5	1	5	1
SRR24843301	5	1	5	1
SRR12389635	1	2	11	2
SRR12187092	?	?	3	?
SRR16359854	9	2	9	2
SRR16770185	1	1	1	1
SRR18273515	1	1	1	1
SRR29953228	5	1	5	1
SRR28995159	1	1	1	1
SRR28834962	5	1	5	1
SRR29487438	3	2	3	2
SRR29740713	5	1	5	1
SRR29248321	3	2	3	2
SRR29008742	1	1	1	1
SRR29360537	3	2	3	2
SRR29085730	1	1	1	1
SRR29009366	1	1	1	1
ERR13358325	3	2	3	2
SRR29679768	?	?	3	2
SRR27384612	3	2	3	2
SRR29679879	?	?	1	1
SRR29694573	5	1	5	1
SRR27181099	1	2	1	1
SRR27181318	?	2	?	2
SRR27181537	3	2	3	2
SRR27181756	3	2	3	2
SRR31143053	3	2	3	2
SRR30714914	3	2	3	2
SRR31062735	5	1	5	1
SRR30589528	3	2	3	2
SRR6117008	1	?	1	?
SRR5894818	3	?	3	?
SRR3036917	7	7	7	7
SRR14420376	1	2	1	2
SRR28015179	1	1	1	1
SRR27490402	1	1	1	1
SRR24839115	5	1	5	1
SRR24839334	5	1	5	1
SRR24839553	5	1	5	1
SRR22690217	5	1	5	1
SRR24843297	5	1	5	1
SRR28073598	1	1	1	1
ERR3474611	3	2	3	2
SRR15282404	2	2	2	2
SRR15282631	2	2	2	2
SRR15282856	2	2	2	2
SRR19404226	1	1	1	1
SRR17349459	7	3	7	3
SRR6470212	1	1	1	1
SRR5215231	3	2	3	2
SRR11445819	3	2	3	2
ERR4552989	1	1	1	1
SRR8875144	3	?	3	?
SRR1928119	1	1	1	1
SRR10161161	?	?	?	?
SRR10294714	3	?	3	?
SRR14242258	3	2	3	2
SRR25222292	9	2	9	2
SRR28834854	5	1	?	1
SRR28420371	3	2	3	2
SRR28752605	5	1	5	1
SRR28388465	1	1	1	1
SRR24842894	5	1	5	1
SRR24843307	5	1	5	1
SRR12389636	1	1	11	1
SRR12187128	?	?	1	1
SRR16359855	9	2	9	2
SRR16770186	1	1	1	1
SRR18273516	1	1	1	1
SRR29953229	5	1	5	1
SRR28995160	1	1	1	1
SRR28834963	5	1	5	1
SRR29487439	1	1	1	1
SRR29740714	5	1	5	1
SRR29248322	3	2	3	2
SRR29008743	1	1	1	1
SRR29360538	3	2	3	2
SRR29085731	3	2	3	2
SRR29009367	1	1	1	1
ERR13358327	1	1	1	1
SRR29679784	?	?	1	1
SRR27384613	3	2	3	2
SRR29679880	?	?	1	1
SRR29694574	5	1	5	1
SRR27181100	1	1	1	1
SRR27181319	1	1	1	1
SRR27181538	?	2	?	2
SRR27181757	1	1	1	1
SRR31143054	3	2	3	2
SRR30714915	3	2	3	2
SRR31062736	5	1	5	1
SRR30589529	3	2	3	2
SRR3126312	1	1	1	1
SRR6117009	1	?	1	?
SRR7598294	7	9	7	9
SRR3036919	7	7	7	7
SRR14420377	1	2	1	2
SRR28015180	1	1	1	1
SRR24236434	1	1	1	1
SRR24839116	5	1	5	1
SRR24839335	5	1	5	1
SRR24839554	5	1	5	1
SRR22690218	5	1	5	?
SRR24843298	5	1	5	1
SRR28073599	1	1	1	1
ERR3474612	3	2	3	2
SRR15282405	2	2	2	2
SRR15282632	2	2	2	2
SRR15282857	2	2	2	2
SRR19404227	1	1	1	1
SRR17349460	7	3	7	3
SRR6470213	1	1	1	1
SRR5215232	3	2	3	2
SRR11445820	3	2	3	2
ERR4552990	1	1	1	1
SRR8875145	3	?	3	?
SRR1928146	3	2	3	2
SRR10161162	?	?	?	?
SRR10294715	3	?	3	?
SRR14242259	3	2	3	2
SRR25222293	1	1	1	1
SRR28834855	5	1	5	1
SRR28420372	3	2	3	2
SRR28752606	5	1	5	1
SRR28388466	1	1	1	1
SRR24842895	5	1	5	1
SRR24843308	5	1	5	1
SRR12389637	1	1	11	1
SRR12187129	?	?	1	1
SRR16359856	9	2	9	?
SRR16770187	1	1	1	1
SRR18273517	1	1	1	1
SRR29953230	5	1	5	1
SRR28995161	1	1	1	1
SRR28834964	5	1	5	1
SRR29487440	1	1	1	1
SRR29740715	5	1	5	1
SRR29248323	3	2	3	2
SRR29008744	3	2	3	2
SRR29360539	3	2	3	2
SRR29085732	1	1	1	1
SRR29009382	1	1	1	1
ERR13358329	1	1	1	1
SRR29679786	?	?	1	1
SRR27384614	3	2	3	2
SRR29679881	?	?	1	1
SRR29694575	5	1	5	1
SRR27181101	?	?	?	?
SRR27181320	1	1	1	1
SRR27181539	3	2	3	2
SRR27181758	3	2	3	2
SRR31143055	3	2	3	2
SRR30714916	3	2	3	2
SRR31062737	5	1	5	1
SRR30589530	3	2	3	2
SRR3126313	1	1	1	1
SRR6117010	1	?	1	?
SRR7598295	7	9	7	9
SRR3036920	7	7	7	7
SRR14420378	1	?	1	?
SRR28015181	1	1	1	1
SRR24236435	1	1	1	1
SRR24839117	5	1	5	1
SRR24839336	5	1	5	1
SRR24839555	5	1	5	1
SRR22690219	5	1	5	1
SRR24843299	5	1	5	1
SRR28073600	?	?	3	2
ERR3474613	3	2	3	2
SRR15282406	2	2	2	2
SRR15282633	2	2	2	2
SRR15282859	2	2	2	2
SRR19404228	1	1	1	1
SRR17349461	7	3	7	3
SRR6470214	1	1	1	1
SRR5215233	3	2	3	2
SRR11445821	3	2	3	2
ERR4552992	1	1	1	1
SRR8875146	3	?	3	?
SRR1928148	3	2	3	2
SRR10161163	?	?	?	?
SRR10294716	3	?	3	?
SRR14242260	3	2	3	2
SRR25222294	9	2	9	2
SRR28834884	5	1	5	1
SRR28420379	1	1	1	1
SRR28752607	5	1	5	1
SRR28388467	1	1	1	1
SRR24842896	5	1	5	1
SRR24843309	5	1	5	1
SRR12389638	4	6	4	6
SRR12187130	?	?	1	1
SRR16359857	9	2	9	2
SRR16770188	1	1	1	1
SRR18273518	1	1	1	1
SRR29953231	5	1	5	1
SRR28995162	1	1	1	1
SRR25382840	1	1	1	1
SRR29487441	3	2	3	2
SRR29740716	5	1	5	1
SRR29248324	3	2	3	2
SRR29008745	3	2	3	2
SRR29360540	3	2	3	2
SRR29085733	1	1	1	1
SRR29009383	1	1	1	1
ERR13358330	1	1	1	1
SRR29679847	?	?	1	1
SRR27384615	3	2	3	2
SRR29679882	?	?	1	1
SRR29694576	5	1	5	1
SRR27181102	1	1	1	1
SRR27181540	?	?	?	?
SRR27181759	3	2	3	2
SRR31143056	3	2	3	2
SRR31062738	5	1	5	1
SRR30589531	3	2	3	2
SRR3126314	1	1	1	1
SRR6117011	1	?	1	?
SRR7598298	7	9	7	9
SRR3036945	7	7	7	7
SRR14420379	?	2	?	?
SRR28015182	1	1	1	1
SRR24236436	1	1	1	1
SRR24839118	5	1	5	1
SRR24839337	5	1	5	1
SRR24839556	5	1	5	1
SRR22690220	5	1	5	1
SRR24843302	5	1	5	1
SRR28073601	?	?	3	2
ERR3474614	3	2	3	2
SRR15282407	2	2	2	2
SRR15282634	2	2	2	2
SRR15282860	2	2	2	2
SRR19404229	1	1	1	1
SRR17349462	7	3	7	3
SRR6470215	1	1	1	1
SRR5215234	3	2	3	2
SRR11445822	3	2	3	2
ERR4552995	1	1	1	1
SRR8875147	3	?	3	?
SRR10161164	?	?	?	?
SRR10294717	3	?	3	?
SRR14242261	3	2	3	2
SRR25222307	9	2	9	2
SRR28834888	5	1	5	1
SRR28420380	1	1	1	1
SRR28752608	5	1	5	1
SRR28388468	1	1	1	1
SRR24842897	5	1	5	1
SRR24843310	5	1	5	1
SRR12389639	4	5	4	5
SRR12187131	?	?	1	1
SRR16359858	9	2	9	2
SRR16770189	1	1	1	1
SRR18273519	3	2	3	2
SRR29953232	5	1	5	1
SRR28995163	1	1	1	1
SRR25382841	1	1	1	1
SRR29487442	3	2	3	2
SRR29740717	5	1	5	1
SRR29248325	3	2	3	2
SRR29008746	1	1	1	1
SRR29360541	1	1	1	1
SRR29085734	1	1	1	1
SRR29009384	1	1	1	1
SRR29543293	5	1	5	1
SRR29679848	?	?	1	1
SRR27384616	3	2	3	2
SRR29679893	?	?	1	1
SRR29694577	5	1	5	1
SRR27181103	?	?	?	?
SRR27181322	3	2	3	2
SRR27181541	3	2	3	2
SRR27181760	3	2	3	2
SRR31143057	1	1	1	1
SRR30714918	3	?	?	?
SRR31062739	5	1	5	1
SRR30589532	3	2	3	2
SRR3126315	1	1	1	1
SRR6117012	1	?	1	?
SRR7598300	?	?	7	9
SRR14420380	1	2	1	2
SRR28015183	1	1	1	1
SRR24236437	1	1	1	1
SRR24839119	5	1	5	1
